#;OrderNumber;OrderDate;Product Name;Warehouse Code;Channel;City;Country;Customer Names;Region Group;ABC_XYZ;RFM;Order Quantity;Unit Price;Line Total;Total Unit Cost;Profit;Margin
164;SO - 0004763;07.12.2015;Product 7;AXW291;Export;Hamburg;Germany;Winthrop;Top Regions;AZ;332;7;837,5;5862,5;653,25;1289,75;22
165;SO - 0003896;17.08.2015;Product 7;AXW291;Wholesale;Hamburg;Germany;Victory Ltd;Top Regions;AZ;333;8;3725,2;29801,6;2644,892;8642,464;29
166;SO - 0004028;07.09.2015;Product 7;AXW291;Wholesale;Hamburg;Germany;Trigen;Top Regions;AZ;332;8;864,3;6914,4;717,369;1175,448;17
167;SO - 0006991;22.08.2016;Product 7;AXW291;Wholesale;Hamburg;Germany;Apollo Ltd;Top Regions;AZ;153;8;1132,3;9058,4;894,517;1902,264;21
168;SO - 0008069;26.12.2016;Product 7;AXW291;Export;Hamburg;Germany;3LAB, Ltd;Top Regions;AZ;153;8;6505,7;52045,6;5139,503;10929,576;21
169;SO - 0005592;07.03.2016;Product 7;AXW291;Wholesale;Hamburg;Germany;Wuxi Group;Top Regions;AZ;242;9;1098,8;9889,2;922,992;1582,272;16
170;SO - 0003040;11.05.2015;Product 7;AXW291;Export;Hamburg;Germany;Fenwal, Corp;Top Regions;AZ;422;11;2854,2;31396,2;2426,07;4709,43;15
171;SO - 000756;11.08.2014;Product 7;AXW291;Wholesale;Hamburg;Germany;Apollo Ltd;Top Regions;AZ;514;12;3108,8;37305,6;1896,368;14549,184;39
172;SO - 0001882;22.12.2014;Product 7;AXW291;Wholesale;Hamburg;Germany;Eminence Corp;Top Regions;AZ;425;12;1038,5;12462;768,49;3240,12;26
173;SO - 000711;11.08.2014;Product 7;AXW291;Wholesale;MINSK;Belarus;Llorens Ltd;Lower Regions;AZ;514;5;2519,2;12596;1309,984;6046,08;48
174;SO - 0004364;19.10.2015;Product 7;AXW291;Wholesale;MINSK;Belarus;Pacific Ltd;Lower Regions;AZ;333;5;1876;9380;1050,56;4127,2;44
175;SO - 0005980;25.04.2016;Product 7;AXW291;Wholesale;MINSK;Belarus;Burt's Corp;Lower Regions;AZ;245;5;998,3;4991,5;808,623;948,385;19
176;SO - 0004316;12.10.2015;Product 7;AXW291;Distributor;MINSK;Belarus;Qualitest;Lower Regions;AZ;331;5;1795,6;8978;879,844;4578,78;51
177;SO - 000968;08.09.2014;Product 7;AXW291;Export;MINSK;Belarus;Burt's Corp;Lower Regions;AZ;512;5;3926,2;19631;1923,838;10011,81;51
178;SO - 0007310;26.09.2016;Product 7;AXW291;Wholesale;MINSK;Belarus;Wuxi Group;Lower Regions;AZ;153;6;5473,9;32843,4;2408,516;18392,304;56
179;SO - 0007514;24.10.2016;Product 7;AXW291;Wholesale;MINSK;Belarus;Procter Corp;Lower Regions;AZ;152;6;2519,2;15115,2;1914,592;3627,648;24
180;SO - 000936;01.09.2014;Product 7;AXW291;Distributor;MINSK;Belarus;Ohio;Lower Regions;AZ;511;6;857,6;5145,6;660,352;1183,488;23
181;SO - 0001395;27.10.2014;Product 7;AXW291;Wholesale;MINSK;Belarus;OUR Ltd;Lower Regions;AZ;513;7;5695;39865;2334,95;23520,35;59
182;SO - 0005188;25.01.2016;Product 7;AXW291;Wholesale;MINSK;Belarus;Medline;Lower Regions;AZ;244;7;3926,2;27483,4;2002,362;13466,866;49
183;SO - 0005761;28.03.2016;Product 7;AXW291;Wholesale;MINSK;Belarus;OUR Ltd;Lower Regions;AZ;244;7;1078,7;7550,9;862,96;1510,18;20
184;SO - 0005389;15.02.2016;Product 7;AXW291;Distributor;MINSK;Belarus;21st Ltd;Lower Regions;AZ;244;7;5065,2;35456,4;2785,86;15955,38;45
185;SO - 0002326;09.02.2015;Product 7;AXW291;Wholesale;MINSK;Belarus;Uriel Group;Lower Regions;AZ;423;9;3035,1;27315,9;1578,252;13111,632;48
186;SO - 0005140;18.01.2016;Product 7;AXW291;Distributor;MINSK;Belarus;PEDIFIX, Corp;Lower Regions;AZ;242;9;1125,6;10130,4;506,52;5571,72;55
187;SO - 000964;08.09.2014;Product 7;AXW291;Wholesale;MINSK;Belarus;Pacific Ltd;Lower Regions;AZ;512;10;268;2680;123,28;1447,2;54
188;SO - 0007720;14.11.2016;Product 7;AXW291;Distributor;MINSK;Belarus;New Ltd;Lower Regions;AZ;155;11;214,4;2358,4;115,776;1084,864;46
189;SO - 0004694;30.11.2015;Product 7;AXW291;Wholesale;MINSK;Belarus;Select;Lower Regions;AZ;334;12;1728,6;20743,2;1279,164;5393,232;26
190;SO - 0006501;27.06.2016;Product 7;AXW291;Export;MINSK;Belarus;Ohio;Lower Regions;AZ;242;12;3912,8;46953,6;1995,528;23007,264;49
191;SO - 000839;25.08.2014;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;Qualitest;Mid Regions;AZ;514;5;3993,2;19966;1876,804;10581,98;53
192;SO - 0001500;10.11.2014;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;Niconovum Corp;Mid Regions;AZ;513;5;1842,5;9212,5;1308,175;2671,625;29
193;SO - 0005452;22.02.2016;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;Trigen;Mid Regions;AZ;245;5;3986,5;19932,5;1993,25;9966,25;50
194;SO - 0006331;06.06.2016;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;Mylan Corp;Mid Regions;AZ;243;5;1078,7;5393,5;571,711;2534,945;47
195;SO - 0005349;15.02.2016;Product 7;AXW291;Distributor;WARSZAWA (Warsaw);Poland;OHTA'S Corp;Mid Regions;AZ;244;5;167,5;837,5;134;167,5;20
196;SO - 0006749;25.07.2016;Product 7;AXW291;Export;WARSZAWA (Warsaw);Poland;Qualitest;Mid Regions;AZ;155;5;683,4;3417;328,032;1776,84;52
197;SO - 0001438;03.11.2014;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;Trigen;Mid Regions;AZ;513;6;3966,4;23798,4;1784,88;13089,12;55
198;SO - 0001364;27.10.2014;Product 7;AXW291;Distributor;WARSZAWA (Warsaw);Poland;OHTA'S Corp;Mid Regions;AZ;513;6;268;1608;155,44;675,36;42
199;SO - 0007487;17.10.2016;Product 7;AXW291;Distributor;WARSZAWA (Warsaw);Poland;S.S.S. Group;Mid Regions;AZ;152;6;214,4;1286,4;145,792;411,648;32
200;SO - 0005442;22.02.2016;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;Burt's Corp;Mid Regions;AZ;245;7;2405,3;16837,1;2044,505;2525,565;15
201;SO - 0006574;04.07.2016;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;Eminence Corp;Mid Regions;AZ;154;7;3477,3;24341,1;1390,92;14604,66;60
202;SO - 0001067;22.09.2014;Product 7;AXW291;Distributor;WARSZAWA (Warsaw);Poland;Elorac, Corp;Mid Regions;AZ;515;7;2458,9;17212,3;1819,586;4475,198;26
203;SO - 0007316;03.10.2016;Product 7;AXW291;Distributor;WARSZAWA (Warsaw);Poland;WakeFern;Mid Regions;AZ;155;7;2793,9;19557,3;1452,828;9387,504;48
204;SO - 0001022;15.09.2014;Product 7;AXW291;Export;WARSZAWA (Warsaw);Poland;O.E. Ltd;Mid Regions;AZ;513;7;1809;12663;1537,65;1899,45;15
205;SO - 000331;23.06.2014;Product 7;AXW291;Distributor;WARSZAWA (Warsaw);Poland;Apollo Ltd;Mid Regions;AZ;512;8;3892,7;31141,6;2724,89;9342,48;30
206;SO - 0005723;28.03.2016;Product 7;AXW291;Distributor;WARSZAWA (Warsaw);Poland;Apotheca, Ltd;Mid Regions;AZ;244;8;187,6;1500,8;80,668;855,456;57
207;SO - 0006770;25.07.2016;Product 7;AXW291;Distributor;WARSZAWA (Warsaw);Poland;Avon Corp;Mid Regions;AZ;155;8;3175,8;25406,4;2540,64;5081,28;20
208;SO - 0006217;23.05.2016;Product 7;AXW291;Export;WARSZAWA (Warsaw);Poland;E. Ltd;Mid Regions;AZ;244;8;3430,4;27443,2;2401,28;8232,96;30
209;SO - 0003286;08.06.2015;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;OUR Ltd;Mid Regions;AZ;425;9;2331,6;20984,4;1538,856;7134,696;34
210;SO - 0006473;20.06.2016;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;Linde;Mid Regions;AZ;242;9;964,8;8683,2;482,4;4341,6;50
211;SO - 0007072;05.09.2016;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;Dharma Ltd;Mid Regions;AZ;152;9;1896,1;17064,9;1156,621;6655,311;39
212;SO - 0005827;04.04.2016;Product 7;AXW291;Distributor;WARSZAWA (Warsaw);Poland;AuroMedics Corp;Mid Regions;AZ;244;9;268;2412;203,68;578,88;24
213;SO - 0002914;27.04.2015;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;New Ltd;Mid Regions;AZ;425;10;3551;35510;2414,68;11363,2;32
214;SO - 0007326;03.10.2016;Product 7;AXW291;Distributor;WARSZAWA (Warsaw);Poland;Ei;Mid Regions;AZ;155;10;2231,1;22311;1383,282;8478,18;38
215;SO - 000620;28.07.2014;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;E. Ltd;Mid Regions;AZ;511;11;2405,3;26458,3;1635,604;8466,656;32
216;SO - 0002677;30.03.2015;Product 7;AXW291;Wholesale;WARSZAWA (Warsaw);Poland;Bare;Mid Regions;AZ;424;12;2572,8;30873,6;1878,144;8335,872;27
217;SO - 0001088;22.09.2014;Product 7;AXW291;Distributor;WARSZAWA (Warsaw);Poland;Llorens Ltd;Mid Regions;AZ;515;12;1005;12060;562,8;5306,4;44
218;SO - 0001588;24.11.2014;Product 7;AXW291;Wholesale;BEOGRAD (Belgrade);Serbia;Bare;Top Regions;AZ;515;5;5842,4;29212;4557,072;6426,64;22
219;SO - 0004851;14.12.2015;Product 7;AXW291;Wholesale;BEOGRAD (Belgrade);Serbia;Eminence Corp;Top Regions;AZ;333;6;1179,2;7075,2;978,736;1202,784;17
220;SO - 0007595;31.10.2016;Product 7;AXW291;Distributor;BEOGRAD (Belgrade);Serbia;O.E. Ltd;Top Regions;AZ;154;6;1051,9;6311,4;662,697;2335,218;37
221;SO - 0006055;02.05.2016;Product 7;AXW291;Wholesale;BEOGRAD (Belgrade);Serbia;PEDIFIX, Corp;Top Regions;AZ;241;7;2968,1;20776,7;1869,903;7687,379;37
222;SO - 0005347;08.02.2016;Product 7;AXW291;Wholesale;BEOGRAD (Belgrade);Serbia;Procter Corp;Top Regions;AZ;242;8;3852,5;30820;3236,1;4931,2;16
223;SO - 0007496;24.10.2016;Product 7;AXW291;Wholesale;BEOGRAD (Belgrade);Serbia;Apollo Ltd;Top Regions;AZ;152;8;1051,9;8415,2;557,507;3955,144;47
224;SO - 0003982;31.08.2015;Product 7;AXW291;Distributor;BEOGRAD (Belgrade);Serbia;Trigen;Top Regions;AZ;332;8;5105,4;40843,2;2042,16;24505,92;60
225;SO - 0007760;21.11.2016;Product 7;AXW291;Export;BEOGRAD (Belgrade);Serbia;OUR Ltd;Top Regions;AZ;154;8;1333,3;10666,4;719,982;4906,544;46
226;SO - 000248;16.06.2014;Product 7;AXW291;Wholesale;BEOGRAD (Belgrade);Serbia;AuroMedics Corp;Top Regions;AZ;512;9;984,9;8864,1;669,732;2836,512;32
227;SO - 0001777;15.12.2014;Product 7;AXW291;Wholesale;BEOGRAD (Belgrade);Serbia;Weimei Corp;Top Regions;AZ;422;10;247,9;2479;131,387;1165,13;47
228;SO - 0004855;14.12.2015;Product 7;AXW291;Wholesale;BEOGRAD (Belgrade);Serbia;Pure Group;Top Regions;AZ;333;10;1326,6;13266;955,152;3714,48;28
229;SO - 0006633;11.07.2016;Product 7;AXW291;Export;BEOGRAD (Belgrade);Serbia;Fenwal, Corp;Top Regions;AZ;153;10;3966,4;39664;2102,192;18642,08;47
230;SO - 0007698;14.11.2016;Product 7;AXW291;Distributor;BEOGRAD (Belgrade);Serbia;Ascend Ltd;Top Regions;AZ;155;11;180,9;1989,9;103,113;855,657;43
231;SO - 000559;21.07.2014;Product 7;AXW291;Distributor;BEOGRAD (Belgrade);Serbia;Prasco Group;Top Regions;AZ;515;12;3845,8;46149,6;1845,984;23997,792;52
232;SO - 0006616;11.07.2016;Product 7;AXW291;Export;BEOGRAD (Belgrade);Serbia;Dharma Ltd;Top Regions;AZ;153;12;3886;46632;2720,2;13989,6;30
233;SO - 000524;21.07.2014;Product 7;AXW291;Wholesale;WIEN (Vienna);Austria;Ohio;Lower Regions;AZ;515;5;207,7;1038,5;83,08;623,1;60
234;SO - 0005753;28.03.2016;Product 7;AXW291;Wholesale;WIEN (Vienna);Austria;U.S. Ltd;Lower Regions;AZ;244;5;5735,2;28676;3670,528;10323,36;36
235;SO - 0006639;11.07.2016;Product 7;AXW291;Wholesale;WIEN (Vienna);Austria;21st Ltd;Lower Regions;AZ;153;5;1025,1;5125,5;717,57;1537,65;30
236;SO - 0007287;26.09.2016;Product 7;AXW291;Distributor;WIEN (Vienna);Austria;AuroMedics Corp;Lower Regions;AZ;153;5;1065,3;5326,5;820,281;1225,095;23
237;SO - 0001253;13.10.2014;Product 7;AXW291;Wholesale;WIEN (Vienna);Austria;Select;Lower Regions;AZ;511;6;207,7;1246,2;174,468;199,392;16
238;SO - 0004844;14.12.2015;Product 7;AXW291;Wholesale;WIEN (Vienna);Austria;Ohio;Lower Regions;AZ;333;6;1005;6030;472,35;3195,9;53
239;SO - 0005400;15.02.2016;Product 7;AXW291;Wholesale;WIEN (Vienna);Austria;Qualitest;Lower Regions;AZ;244;6;2914,5;17487;2156,73;4546,62;26
240;SO - 0005439;22.02.2016;Product 7;AXW291;Wholesale;WIEN (Vienna);Austria;Winthrop;Lower Regions;AZ;245;6;180,9;1085,4;139,293;249,642;23
241;SO - 0005196;25.01.2016;Product 7;AXW291;Distributor;WIEN (Vienna);Austria;Mylan Corp;Lower Regions;AZ;244;6;2512,5;15075;1055,25;8743,5;58
242;SO - 0005895;18.04.2016;Product 7;AXW291;Distributor;WIEN (Vienna);Austria;OUR Ltd;Lower Regions;AZ;243;8;5721,8;45774,4;4863,53;6866,16;15
243;SO - 0006882;08.08.2016;Product 7;AXW291;Export;WIEN (Vienna);Austria;Pacific Ltd;Lower Regions;AZ;151;8;1018,4;8147,2;570,304;3584,768;44
244;SO - 000998;08.09.2014;Product 7;AXW291;Wholesale;WIEN (Vienna);Austria;Uriel Group;Lower Regions;AZ;512;9;3852,5;34672,5;2157,4;15255,9;44
245;SO - 0005675;21.03.2016;Product 7;AXW291;Wholesale;WIEN (Vienna);Austria;Apotheca, Ltd;Lower Regions;AZ;242;9;1125,6;10130,4;596,568;4761,288;47
246;SO - 0001341;27.10.2014;Product 7;AXW291;Distributor;WIEN (Vienna);Austria;Mylan Corp;Lower Regions;AZ;513;9;1922,9;17306,1;884,534;9345,294;54
247;SO - 0003450;29.06.2015;Product 7;AXW291;Wholesale;WIEN (Vienna);Austria;Pacific Ltd;Lower Regions;AZ;331;10;254,6;2546;178,22;763,8;30
248;SO - 0004546;09.11.2015;Product 7;AXW291;Distributor;WIEN (Vienna);Austria;Weimei Corp;Lower Regions;AZ;334;10;2586,2;25862;1655,168;9310,32;36
249;SO - 000617;28.07.2014;Product 7;AXW291;Export;WIEN (Vienna);Austria;Ohio;Lower Regions;AZ;511;10;2264,6;22646;1222,884;10417,16;46
250;SO - 000764;11.08.2014;Product 7;AXW291;Distributor;WIEN (Vienna);Austria;Weimei Corp;Lower Regions;AZ;514;11;1065,3;11718,3;553,956;5624,784;48
251;SO - 000269;16.06.2014;Product 7;AXW291;Wholesale;Kharkov;Ukraine;Medsep Group;Top Regions;AZ;512;5;844,2;4221;540,288;1519,56;36
252;SO - 0006623;11.07.2016;Product 7;AXW291;Wholesale;Kharkov;Ukraine;Elorac, Corp;Top Regions;AZ;153;5;3859,2;19296;1929,6;9648;50
253;SO - 0007461;17.10.2016;Product 7;AXW291;Wholesale;Kharkov;Ukraine;Winthrop;Top Regions;AZ;152;5;3892,7;19463,5;2763,817;5644,415;29
254;SO - 000244;16.06.2014;Product 7;AXW291;Distributor;Kharkov;Ukraine;Ohio;Top Regions;AZ;512;5;5815,6;29078;2791,488;15120,56;52
255;SO - 0002844;20.04.2015;Product 7;AXW291;Distributor;Kharkov;Ukraine;Niconovum Corp;Top Regions;AZ;424;5;1098,8;5494;824,1;1373,5;25
256;SO - 0004101;14.09.2015;Product 7;AXW291;Distributor;Kharkov;Ukraine;Weimei Corp;Top Regions;AZ;333;5;1112,2;5561;934,248;889,76;16
257;SO - 0001128;29.09.2014;Product 7;AXW291;Distributor;Kharkov;Ukraine;Prasco Group;Top Regions;AZ;514;7;5132,2;35925,4;2206,846;20477,478;57
258;SO - 0004786;07.12.2015;Product 7;AXW291;Export;Kharkov;Ukraine;Amylin Group;Top Regions;AZ;332;7;1025,1;7175,7;779,076;1722,168;24
259;SO - 0004433;26.10.2015;Product 7;AXW291;Distributor;Kharkov;Ukraine;Trigen;Top Regions;AZ;331;8;690,1;5520,8;552,08;1104,16;20
260;SO - 0006464;20.06.2016;Product 7;AXW291;Wholesale;Kharkov;Ukraine;Avon Corp;Top Regions;AZ;242;9;1768,8;15919,2;1149,72;5571,72;35
261;SO - 0005006;04.01.2016;Product 7;AXW291;Distributor;Kharkov;Ukraine;Ei;Top Regions;AZ;245;9;1989,9;17909,1;1392,93;5372,73;30
262;SO - 0002737;06.04.2015;Product 7;AXW291;Wholesale;Kharkov;Ukraine;Pacific Ltd;Top Regions;AZ;424;10;1232,8;12328;678,04;5547,6;45
263;SO - 0006278;30.05.2016;Product 7;AXW291;Wholesale;Kharkov;Ukraine;Avon Corp;Top Regions;AZ;245;10;1715,2;17152;1457,92;2572,8;15
264;SO - 0006860;08.08.2016;Product 7;AXW291;Wholesale;Kharkov;Ukraine;Mylan Corp;Top Regions;AZ;151;10;2613;26130;2221,05;3919,5;15
265;SO - 000220;09.06.2014;Product 7;AXW291;Distributor;Kharkov;Ukraine;Winthrop;Top Regions;AZ;511;10;1266,3;12663;582,498;6838,02;54
266;SO - 0002827;13.04.2015;Product 7;AXW291;Distributor;Kharkov;Ukraine;Prasco Group;Top Regions;AZ;421;10;1038,5;10385;768,49;2700,1;26
267;SO - 0007546;24.10.2016;Product 7;AXW291;Distributor;Kharkov;Ukraine;Exact-Rx, Corp;Top Regions;AZ;152;10;1748,7;17487;1381,473;3672,27;21
268;SO - 0004943;28.12.2015;Product 7;AXW291;Wholesale;Kharkov;Ukraine;Prasco Group;Top Regions;AZ;241;11;3986,5;43851,5;2551,36;15786,54;36
269;SO - 0001246;13.10.2014;Product 7;AXW291;Distributor;Kharkov;Ukraine;OHTA'S Corp;Top Regions;AZ;511;11;261,3;2874,3;172,458;977,262;34
270;SO - 0003656;20.07.2015;Product 7;AXW291;Wholesale;Kharkov;Ukraine;Exact-Rx, Corp;Top Regions;AZ;334;12;1058,6;12703,2;423,44;7621,92;60
271;SO - 0006676;18.07.2016;Product 7;AXW291;Export;Kharkov;Ukraine;Linde;Top Regions;AZ;154;12;1092,1;13105,2;655,26;5242,08;40
272;SO - 000690;04.08.2014;Product 7;AXW291;Wholesale;Barcelona;Spain;Procter Corp;Top Regions;AZ;515;5;683,4;3417;382,704;1503,48;44
273;SO - 0001291;20.10.2014;Product 7;AXW291;Wholesale;Barcelona;Spain;21st Ltd;Top Regions;AZ;513;5;6103,7;30518,5;4394,664;8545,18;28
274;SO - 0001684;01.12.2014;Product 7;AXW291;Wholesale;Barcelona;Spain;Qualitest;Top Regions;AZ;513;5;917,9;4589,5;514,024;2019,38;44
275;SO - 0005606;14.03.2016;Product 7;AXW291;Wholesale;Barcelona;Spain;Procter Corp;Top Regions;AZ;241;5;1098,8;5494;769,16;1648,2;30
276;SO - 0006861;08.08.2016;Product 7;AXW291;Wholesale;Barcelona;Spain;Ohio;Top Regions;AZ;151;5;3678,3;18391,5;2427,678;6253,11;34
277;SO - 0006888;08.08.2016;Product 7;AXW291;Wholesale;Barcelona;Spain;Trigen;Top Regions;AZ;151;5;247,9;1239,5;185,925;309,875;25
278;SO - 0005187;25.01.2016;Product 7;AXW291;Export;Barcelona;Spain;Sundial;Top Regions;AZ;244;6;1788,9;10733,4;1216,452;3434,688;32
279;SO - 0001731;08.12.2014;Product 7;AXW291;Wholesale;Barcelona;Spain;Mylan Corp;Top Regions;AZ;424;7;194,3;1360,1;79,663;802,459;59
280;SO - 0007962;12.12.2016;Product 7;AXW291;Distributor;Barcelona;Spain;Elorac, Corp;Top Regions;AZ;152;7;3886;27202;1748,7;14961,1;55
281;SO - 0006924;15.08.2016;Product 7;AXW291;Distributor;Barcelona;Spain;OHTA'S Corp;Top Regions;AZ;153;8;5802,2;46417,6;4177,584;12996,928;28
282;SO - 0003387;15.06.2015;Product 7;AXW291;Wholesale;Barcelona;Spain;Prasco Group;Top Regions;AZ;332;9;6411,9;57707,1;2821,236;32315,976;56
283;SO - 0005110;11.01.2016;Product 7;AXW291;Wholesale;Barcelona;Spain;Burt's Corp;Top Regions;AZ;245;9;1969,8;17728,2;1536,444;3900,204;22
284;SO - 0005172;18.01.2016;Product 7;AXW291;Wholesale;Barcelona;Spain;Procter Corp;Top Regions;AZ;242;9;1340;12060;978,2;3256,2;27
285;SO - 0003375;15.06.2015;Product 7;AXW291;Distributor;Barcelona;Spain;Weimei Corp;Top Regions;AZ;332;9;1822,4;16401,6;911,2;8200,8;50
286;SO - 0005694;21.03.2016;Product 7;AXW291;Export;Barcelona;Spain;OHTA'S Corp;Top Regions;AZ;242;9;1695,1;15255,9;678,04;9153,54;60
287;SO - 000798;18.08.2014;Product 7;AXW291;Wholesale;Barcelona;Spain;Avon Corp;Top Regions;AZ;515;10;2311,5;23115;1525,59;7859,1;34
288;SO - 0006262;30.05.2016;Product 7;AXW291;Distributor;Barcelona;Spain;Victory Ltd;Top Regions;AZ;245;10;850,9;8509;340,36;5105,4;60
289;SO - 0007372;03.10.2016;Product 7;AXW291;Distributor;Barcelona;Spain;OHTA'S Corp;Top Regions;AZ;155;10;5266,2;52662;3528,354;17378,46;33
290;SO - 0006793;25.07.2016;Product 7;AXW291;Export;Barcelona;Spain;Ascend Ltd;Top Regions;AZ;155;10;3953;39530;3043,81;9091,9;23
291;SO - 000381;30.06.2014;Product 7;AXW291;Distributor;Barcelona;Spain;Pure Group;Top Regions;AZ;511;11;944,7;10391,7;538,479;4468,431;43
292;SO - 0002043;05.01.2015;Product 7;AXW291;Wholesale;Barcelona;Spain;WakeFern;Top Regions;AZ;425;12;1011,7;12140,4;536,201;5705,988;47
293;SO - 0002938;27.04.2015;Product 7;AXW291;Wholesale;Barcelona;Spain;Ascend Ltd;Top Regions;AZ;425;12;2572,8;30873,6;1080,576;17906,688;58
294;SO - 0004363;19.10.2015;Product 7;AXW291;Wholesale;Milano (Milan);Italy;Eminence Corp;Top Regions;AZ;333;5;1179,2;5896;801,856;1886,72;32
295;SO - 0006565;04.07.2016;Product 7;AXW291;Distributor;Milano (Milan);Italy;Victory Ltd;Top Regions;AZ;154;5;3926,2;19631;3140,96;3926,2;20
296;SO - 0006890;08.08.2016;Product 7;AXW291;Distributor;Milano (Milan);Italy;Fenwal, Corp;Top Regions;AZ;151;5;1092,1;5460,5;775,391;1583,545;29
297;SO - 0004920;21.12.2015;Product 7;AXW291;Wholesale;Milano (Milan);Italy;Select;Top Regions;AZ;332;6;3993,2;23959,2;3154,628;5031,432;21
298;SO - 0005192;25.01.2016;Product 7;AXW291;Wholesale;Milano (Milan);Italy;Eminence Corp;Top Regions;AZ;244;7;3959,7;27717,9;2573,805;9701,265;35
299;SO - 0007953;12.12.2016;Product 7;AXW291;Wholesale;Milano (Milan);Italy;Llorens Ltd;Top Regions;AZ;152;7;2345;16415;1782,2;3939,6;24
300;SO - 0007299;26.09.2016;Product 7;AXW291;Distributor;Milano (Milan);Italy;Eminence Corp;Top Regions;AZ;153;7;1105,5;7738,5;906,51;1392,93;18
301;SO - 0007068;29.08.2016;Product 7;AXW291;Distributor;Milano (Milan);Italy;OHTA'S Corp;Top Regions;AZ;151;8;2331,6;18652,8;1865,28;3730,56;20
302;SO - 0001741;08.12.2014;Product 7;AXW291;Wholesale;Milano (Milan);Italy;Fenwal, Corp;Top Regions;AZ;424;9;2257,9;20321,1;1603,109;5893,119;29
303;SO - 0003592;13.07.2015;Product 7;AXW291;Wholesale;Milano (Milan);Italy;Avon Corp;Top Regions;AZ;333;9;3021,7;27195,3;1269,114;15773,274;58
304;SO - 0003097;18.05.2015;Product 7;AXW291;Distributor;Milano (Milan);Italy;Apotheca, Ltd;Top Regions;AZ;422;9;1179,2;10612,8;601,392;5200,272;49
305;SO - 000692;04.08.2014;Product 7;AXW291;Export;Milano (Milan);Italy;Rochester Ltd;Top Regions;AZ;515;9;3731,9;33587,1;2276,459;13098,969;39
306;SO - 0002976;04.05.2015;Product 7;AXW291;Wholesale;Milano (Milan);Italy;Pacific Ltd;Top Regions;AZ;423;10;891,1;8911;730,702;1603,98;18
307;SO - 0007184;12.09.2016;Product 7;AXW291;Wholesale;Milano (Milan);Italy;New Ltd;Top Regions;AZ;153;10;1963,1;19631;1217,122;7459,78;38
308;SO - 000493;14.07.2014;Product 7;AXW291;Export;Milano (Milan);Italy;Apotheca, Ltd;Top Regions;AZ;512;10;1031,8;10318;453,992;5778,08;56
309;SO - 0003371;15.06.2015;Product 7;AXW291;Wholesale;Milano (Milan);Italy;3LAB, Ltd;Top Regions;AZ;332;11;3899,4;42893,4;3314,49;6434,01;15
310;SO - 0006752;25.07.2016;Product 7;AXW291;Wholesale;Milano (Milan);Italy;Apotheca, Ltd;Top Regions;AZ;155;11;3906,1;42967,1;3203,002;7734,078;18
311;SO - 0001372;27.10.2014;Product 7;AXW291;Export;Milano (Milan);Italy;Weimei Corp;Top Regions;AZ;513;11;2626,4;28890,4;2153,648;5200,272;18
312;SO - 0001812;15.12.2014;Product 7;AXW291;Wholesale;Milano (Milan);Italy;21st Ltd;Top Regions;AZ;422;12;2780,5;33366;1390,25;16683;50
313;SO - 0003413;22.06.2015;Product 7;AXW291;Wholesale;Milano (Milan);Italy;Procter Corp;Top Regions;AZ;334;12;5326,5;63918;2503,455;33876,54;53
314;SO - 0005039;04.01.2016;Product 7;AXW291;Wholesale;Milano (Milan);Italy;Pure Group;Top Regions;AZ;245;12;3879,3;46551,6;1551,72;27930,96;60
315;SO - 0003870;17.08.2015;Product 7;AXW291;Export;Milano (Milan);Italy;Apollo Ltd;Top Regions;AZ;333;12;194,3;2331,6;122,409;862,692;37
316;SO - 0006526;27.06.2016;Product 7;AXW291;Wholesale;M?nchen (Munich);Germany;Trigen;Top Regions;AZ;242;5;1782,2;8911;1283,184;2495,08;28
317;SO - 0008034;19.12.2016;Product 7;AXW291;Wholesale;M?nchen (Munich);Germany;Pure Group;Top Regions;AZ;153;5;998,3;4991,5;588,997;2046,515;41
318;SO - 0004797;07.12.2015;Product 7;AXW291;Export;M?nchen (Munich);Germany;Bare;Top Regions;AZ;332;5;201;1005;98,49;512,55;51
319;SO - 0006841;01.08.2016;Product 7;AXW291;Export;M?nchen (Munich);Germany;Ohio;Top Regions;AZ;154;5;3819;19095;2864,25;4773,75;25
320;SO - 0004791;07.12.2015;Product 7;AXW291;Wholesale;M?nchen (Munich);Germany;Rochester Ltd;Top Regions;AZ;332;6;3912,8;23476,8;3208,496;4225,824;18
321;SO - 0002102;12.01.2015;Product 7;AXW291;Distributor;M?nchen (Munich);Germany;Qualitest;Top Regions;AZ;424;6;971,5;5829;388,6;3497,4;60
